,date,sentiment_index,count
218,03-28,0.5116,43.0
219,03-29,0.7241,29.0
220,03-30,0.7241,29.0
221,03-31,0.5833,48.0
222,04-01,0.5185,27.0
223,04-04,0.6071,28.0
224,04-05,0.625,8.0
225,04-06,1.0,16.0
226,04-07,0.1818,33.0
227,04-08,1.0,5.0
228,04-11,0.8421,19.0
229,04-12,0.9298,57.0
230,04-13,0.6,30.0
231,04-14,0.2,25.0
232,04-15,0.625,16.0
233,04-18,0.3864,44.0
234,04-19,1.0,8.0
235,04-20,0.6538,52.0
236,04-21,0.8,15.0
237,04-22,0.6667,12.0
238,04-25,0.9118,34.0
239,04-26,0.6,5.0
240,04-27,0.9444,18.0
241,04-28,0.76,25.0
242,04-29,1.0,4.0
243,05-02,0.9722,36.0
244,05-03,0.6818,22.0
245,05-04,0.7917,24.0
246,05-05,0.5455,44.0
247,05-06,0.6,10.0
248,05-09,1.0,11.0
249,05-10,0.7879,66.0
250,05-11,0.78,50.0
251,05-12,0.75,24.0
252,05-13,0.8333,18.0
253,05-16,0.7917,24.0
254,05-17,0.9231,13.0
255,05-18,0.75,4.0
256,05-19,1.0,1.0
257,05-20,0.6923,13.0
258,05-23,0.7,20.0
259,05-24,0.5,12.0
260,05-25,0.8621,29.0
261,05-26,0.871,31.0
262,05-27,0.6538,26.0
263,05-30,0.6429,56.0
264,05-31,0.7857,14.0
265,06-01,0.7727,22.0
266,06-02,0.8261,23.0
267,06-03,0.3871,31.0
268,06-06,0.625,8.0
269,06-07,0.9333,15.0
270,06-08,0.75,12.0
271,06-09,0.6296,27.0
272,06-10,0.5294,34.0
273,06-13,0.7955,44.0
274,06-14,-0.5,4.0
275,06-15,0.7561,41.0
276,06-16,0.2927,41.0
277,06-17,0.6,5.0
278,06-20,0.0,15.0
279,06-21,0.3,20.0
280,06-22,0.0,0.0
281,06-23,0.1667,12.0
282,06-24,0.2308,13.0
