,date,sentiment_index,count
223,08-24,0.0,0.0
224,08-25,0.5,2.0
225,08-28,0.5,6.0
226,08-29,1.0,1.0
227,08-30,0.0,0.0
228,08-31,0.3333,3.0
229,09-01,0.0,0.0
230,09-04,0.0,0.0
231,09-05,1.0,5.0
232,09-06,0.0,0.0
233,09-07,0.0,0.0
234,09-08,0.9268,41.0
235,09-11,1.0,11.0
236,09-12,0.5952,42.0
237,09-13,0.5,2.0
238,09-14,0.7059,17.0
239,09-15,1.0,1.0
240,09-18,1.0,2.0
241,09-19,0.5,4.0
242,09-20,0.0,0.0
243,09-21,0.5,4.0
244,09-22,0.0,0.0
245,09-25,0.0,0.0
246,09-26,0.0,0.0
247,09-27,0.0,0.0
248,09-28,0.4,5.0
249,09-29,0.0,0.0
250,10-02,0.0,0.0
251,10-03,0.0,0.0
252,10-04,0.0,0.0
253,10-05,0.0,2.0
254,10-06,0.6667,3.0
255,10-09,1.0,5.0
256,10-10,0.0,0.0
257,10-11,1.0,1.0
258,10-12,0.7143,14.0
259,10-13,0.0,0.0
260,10-16,0.0,0.0
261,10-17,0.0,0.0
262,10-18,0.25,12.0
263,10-19,0.5714,14.0
264,10-20,0.5,2.0
265,10-23,0.4,5.0
266,10-24,1.0,1.0
267,10-25,0.0,1.0
268,10-26,0.0,0.0
269,10-27,0.0,0.0
270,10-30,0.0,1.0
271,10-31,0.0,0.0
272,11-01,0.0,0.0
273,11-02,0.0,0.0
274,11-03,0.0,0.0
275,11-06,0.0,0.0
276,11-07,0.0,0.0
277,11-08,0.3077,13.0
278,11-09,0.0,0.0
279,11-10,0.0,0.0
280,11-13,-0.6667,3.0
281,11-14,0.0,0.0
282,11-15,0.0,0.0
283,11-16,0.8,5.0
284,11-17,0.0,0.0
285,11-20,0.0,4.0
286,11-21,0.5,2.0
287,11-22,0.0,1.0
288,11-23,0.0,0.0
289,11-24,0.0625,16.0
290,11-27,0.5,2.0
291,11-28,0.0,0.0
292,11-29,0.0,0.0
293,11-30,0.0,0.0
294,12-01,0.6667,3.0
295,12-04,0.0,0.0
296,12-05,0.5,2.0
297,12-06,0.0,0.0
298,12-07,0.0,0.0
299,12-08,0.0,0.0
300,12-11,1.0,1.0
301,12-12,0.75,4.0
302,12-13,0.0,0.0
303,12-14,-1.0,2.0
304,12-15,0.0,0.0
305,12-18,0.0,0.0
306,12-19,0.0,0.0
307,12-20,0.0,0.0
308,12-21,0.913,23.0
309,12-22,0.0,0.0
310,12-25,0.25,4.0
311,12-26,0.0,0.0
312,12-27,0.0,0.0
313,12-28,0.0,0.0
