,date,sentiment_index,count
218,06-14,0.75,8.0
219,06-15,0.8701,77.0
220,06-16,0.6667,3.0
221,06-17,0.5714,7.0
222,06-20,0.6667,18.0
223,06-21,0.25,4.0
224,06-22,0.0,0.0
225,06-23,1.0,6.0
226,06-24,1.0,2.0
227,06-27,0.8696,23.0
228,06-28,0.5455,44.0
229,06-29,0.7778,9.0
230,06-30,0.5882,34.0
231,07-01,0.875,32.0
232,07-04,0.44,25.0
233,07-05,0.8276,29.0
234,07-06,0.8889,18.0
235,07-07,0.88,25.0
236,07-08,1.0,31.0
237,07-11,0.7368,19.0
238,07-12,1.0,11.0
239,07-13,1.0,5.0
240,07-14,0.6364,11.0
241,07-15,1.0,7.0
242,07-18,0.68,25.0
243,07-19,0.0,0.0
244,07-20,0.8378,37.0
245,07-21,0.8,20.0
246,07-22,0.4286,14.0
247,07-25,0.6538,26.0
248,07-26,0.7368,19.0
249,07-27,0.8936,47.0
250,07-28,0.8696,23.0
251,07-29,0.8889,18.0
252,08-01,0.6154,13.0
253,08-02,0.6207,29.0
254,08-03,1.0,3.0
255,08-04,0.6471,17.0
256,08-05,0.7778,9.0
257,08-08,0.8333,12.0
258,08-09,0.3333,6.0
259,08-10,0.75,4.0
260,08-11,0.5625,16.0
261,08-12,0.8462,13.0
262,08-15,0.9333,45.0
263,08-16,0.0,3.0
264,08-17,0.8571,14.0
265,08-18,0.6667,3.0
266,08-19,0.8333,24.0
267,08-22,0.6809,47.0
268,08-23,0.875,8.0
269,08-24,1.0,3.0
270,08-25,0.85,20.0
271,08-26,0.9375,16.0
272,08-29,0.8,15.0
273,08-30,0.3333,3.0
274,08-31,0.8667,15.0
275,09-01,0.75,4.0
276,09-02,0.6364,11.0
277,09-05,1.0,11.0
278,09-06,0.75,4.0
279,09-07,0.4286,7.0
280,09-08,0.0,0.0
281,09-09,1.0,1.0
282,09-12,0.913,23.0
283,09-13,0.8125,16.0
284,09-14,0.7407,27.0
285,09-15,0.6,5.0
286,09-16,0.6667,3.0
287,09-19,0.5556,18.0
288,09-20,0.6667,21.0
289,09-21,0.8824,17.0
290,09-22,0.8333,12.0
291,09-23,0.75,24.0
292,09-26,0.7143,14.0
293,09-27,0.8,5.0
294,09-28,0.4167,12.0
295,09-29,0.0,1.0
296,09-30,1.0,2.0
297,10-03,0.7742,31.0
298,10-04,0.7222,18.0
299,10-05,0.8571,14.0
300,10-06,0.2,5.0
